,BER_SPO1/18/11,OSNR_SPO1/18/11,BER_SPO2/18/11,OSNR_SPO2/18/11,InputPower_Ampli1,OutputPower_Ampli1,InputPower_Ampli2,OutputPower_Ampli2,InputPower_Ampli3,OutputPower_Ampli3,InputPower_Ampli4,OutputPower_Ampli4,Failure
1623402096,2.27e-08,38.6,8.07e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402097,2.2475e-08,38.6,8.064999999999999e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402100,2.18e-08,38.6,8.05e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402103,2.25e-08,38.5,8.15e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402106,2.23e-08,38.0,8.08e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402109,2.27e-08,38.5,8.12e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402113,2.25e-08,38.6,8.12e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402116,2.26e-08,38.6,8.12e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402119,2.34e-08,38.6,8.1e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402122,2.24e-08,38.6,8.14e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402125,2.29e-08,38.6,8.14e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402126,2.3e-08,38.6,8.142499999999999e-07,23.625000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402129,2.33e-08,38.6,8.15e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402132,2.29e-08,38.6,8.14e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402135,2.31e-08,38.6,8.11e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402138,2.33e-08,38.6,8.11e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402141,2.38e-08,38.6,8.140000000000001e-07,23.55,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402142,2.3425e-08,38.575,8.15e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402145,2.23e-08,38.5,8.15e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402148,2.32e-08,38.6,8.16e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402151,2.3e-08,38.5,8.06e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402154,2.32e-08,38.6,8.02e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402158,2.31e-08,38.6,7.99e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402161,2.23e-08,38.6,8.03e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402164,2.28e-08,38.6,8.02e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402167,2.3e-08,38.6,8.05e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402170,2.32e-08,38.5,8.05e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402171,2.3125e-08,38.175,8.0375e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402174,2.29e-08,37.2,8e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402177,2.31e-08,38.5,8.05e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402180,2.43e-08,38.6,8.06e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402183,2.41e-08,38.6,8.07e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402186,2.35e-08,38.6,8.12e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402187,2.3525e-08,38.6,8.115e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402190,2.36e-08,38.6,8.1e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402193,2.29e-08,38.5,8.1e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402196,2.37e-08,38.5,8.17e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402199,2.34e-08,38.6,8.1e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402203,2.32e-08,38.5,8.05e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402206,2.34e-08,38.6,8.09e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402209,2.32e-08,38.6,8.09e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402212,2.26e-08,38.6,6.06e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402215,2.36e-08,38.6,8.08e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402216,2.3399999999999998e-08,38.6,8.082500000000001e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402219,2.28e-08,38.6,8.09e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402222,2.41e-08,38.6,8.07e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402225,2.31e-08,38.5,8.03e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402228,2.31e-08,38.6,8.04e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402231,2.43e-08,38.5,8.05e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402232,2.4075e-08,38.5,8.05e-07,23.625,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402235,2.34e-08,38.5,8.05e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402238,2.27e-08,38.6,8.02e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402241,2.37e-08,38.6,7.99e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402244,2.29e-08,38.5,8.02e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402248,2.33e-08,38.6,8e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402251,2.31e-08,38.6,8.01e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402254,2.29e-08,38.5,8.05e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402257,2.35e-08,38.6,6.04e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402260,2.35e-08,38.5,7.98e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402261,2.38e-08,38.5,8.007500000000001e-07,23.55,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402264,2.47e-08,38.5,8.09e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402267,2.32e-08,38.2,8.06e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402270,2.4e-08,38.5,8.03e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402273,2.38e-08,38.6,8.07e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402277,2.39e-08,38.6,7.99e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402280,2.41e-08,38.5,8e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402283,2.39e-08,38.6,7.99e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402286,2.38e-08,38.5,8.02e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402289,2.23e-08,38.2,7.97e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402293,2.32e-08,38.5,8.01e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402296,2.36e-08,38.6,7.99e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402299,2.31e-08,38.5,7.98e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402302,2.27e-08,38.6,8.01e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402305,2.3e-08,38.6,8.05e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402306,2.3075e-08,38.6,8.05e-07,23.475,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402309,2.33e-08,38.6,8.05e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402312,2.33e-08,38.6,8.05e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402315,2.25e-08,38.6,8.06e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402318,2.38e-08,38.5,8.13e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402321,2.38e-08,38.5,8.03e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402322,2.3925e-08,38.5,8.03e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402325,2.43e-08,38.5,8.03e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402328,2.41e-08,38.6,8e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402331,2.39e-08,38.5,7.98e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402334,2.35e-08,38.6,7.97e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402335,2.3550000000000002e-08,38.575,7.964999999999999e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402338,2.37e-08,38.5,7.95e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402341,2.37e-08,38.5,8.01e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402344,2.42e-08,37.7,7.92e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402347,2.52e-08,38.5,7.99e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402350,2.51e-08,38.6,7.99e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402351,2.51e-08,38.575,8e-07,23.550000000000004,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402354,2.51e-08,38.5,8.03e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402357,2.44e-08,38.5,7.95e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402360,2.4e-08,38.5,7.94e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402363,2.35e-08,38.5,7.99e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402366,2.39e-08,38.5,7.98e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402367,2.375e-08,38.525,7.977500000000001e-07,23.65,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402370,2.33e-08,38.6,7.97e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402373,2.32e-08,38.6,7.98e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402376,2.36e-08,38.6,8.01e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402379,2.32e-08,38.5,8.06e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402383,2.34e-08,38.6,8.09e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402386,2.28e-08,38.6,8.04e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402389,2.32e-08,38.5,8.05e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402392,2.36e-08,38.6,6.02e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402395,2.41e-08,38.5,8.04e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402396,2.3775e-08,38.525,8.04e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402399,2.28e-08,38.6,8.04e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402402,2.36e-08,38.5,8.06e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402405,2.3e-08,38.6,8.01e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402408,2.31e-08,38.2,8.02e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402411,2.37e-08,38.5,8.03e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402412,2.3749999999999998e-08,38.525,8.027500000000001e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402415,2.39e-08,38.6,8.02e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402418,2.26e-08,38.5,8e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402421,2.29e-08,38.5,8.1e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402424,2.42e-08,38.3,8.05e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402428,2.4e-08,38.6,8.08e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402431,2.45e-08,38.5,8.03e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402434,2.4e-08,38.6,8e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402437,2.38e-08,38.5,7.99e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402440,2.34e-08,38.5,7.98e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402441,2.3200000000000003e-08,38.5,7.985000000000001e-07,23.65,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402444,2.26e-08,38.5,8e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402447,2.33e-08,38.6,8.02e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402450,2.22e-08,38.5,8.04e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402453,2.35e-08,38.5,8.09e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402456,2.33e-08,38.6,8.13e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402457,2.3049999999999998e-08,38.35,8.1175e-07,23.65,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402460,2.23e-08,37.6,8.08e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402463,2.39e-08,38.5,8.07e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402466,2.31e-08,38.5,8.07e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402469,2.16e-08,38.6,8.09e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402470,2.205e-08,38.575,8.0875e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402473,2.34e-08,38.5,8.08e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402476,2.29e-08,38.6,8.09e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402479,2.28e-08,38.6,8.05e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402482,2.34e-08,38.5,8.1e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402485,2.31e-08,38.5,8.11e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402486,2.3274999999999998e-08,38.5,8.09e-07,23.674999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402489,2.38e-08,38.5,8.03e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402492,2.31e-08,38.5,8.15e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402495,2.32e-08,38.6,8.12e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402498,2.28e-08,38.6,8.11e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402501,2.28e-08,37.5,8.11e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402502,2.2975e-08,37.775,8.102500000000001e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402505,2.35e-08,38.6,8.08e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402508,2.44e-08,38.5,8.04e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402511,2.37e-08,38.6,8.12e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402514,2.53e-08,38.5,8.14e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402517,2.44e-08,38.5,8.19e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402518,2.4449999999999997e-08,38.5,8.1925e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402521,2.46e-08,38.5,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402524,2.46e-08,38.5,8.16e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402527,2.44e-08,38.6,8.16e-07,23.7,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402530,2.37e-08,38.5,8.18e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402534,2.4e-08,38.5,8.12e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402537,2.5e-08,38.6,8.14e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402540,2.39e-08,38.6,8.07e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402543,2.36e-08,38.5,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402546,2.44e-08,38.5,8.14e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402547,2.4374999999999998e-08,38.425,8.154999999999999e-07,23.424999999999997,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402550,2.43e-08,38.2,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402553,2.45e-08,38.5,8.14e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402556,2.38e-08,38.6,8.04e-07,23.3,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402559,2.37e-08,38.5,8.08e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402560,2.3833333333333332e-08,38.516666666666666,8.085e-07,23.475,-22.999999999999996,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402563,2.4233333333333332e-08,38.56666666666666,8.1e-07,23.4,-23.0,0.7,-15.5,0.4000000000000001,-16.7,0.8,-22.9,0.7,0.0
1623402565,2.45e-08,38.6,8.159999999999999e-07,23.466666666666665,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402566,2.3900000000000002e-08,38.6,8.19e-07,23.5,-23.0,0.7,-15.499999999999998,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402568,2.27e-08,38.6,8.176666666666666e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.900000000000002,0.7,0.0
1623402569,2.2966666666666667e-08,38.6,8.17e-07,23.5,-23.0,0.7,-15.499999999999998,0.4,-16.7,0.8,-22.900000000000002,0.7,0.0
1623402571,2.35e-08,38.6,8.189999999999999e-07,23.466666666666665,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402574,2.42e-08,37.8,8.219999999999999e-07,23.416666666666664,-23.0,0.7,-15.5,0.4,-16.699999999999996,0.7999999999999999,-22.9,0.7,0.0
1623402575,2.4375e-08,37.974999999999994,8.23e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402578,2.49e-08,38.5,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402581,2.36e-08,38.6,8.16e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402584,2.41e-08,38.5,8.12e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402587,2.45e-08,38.6,8.15e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402588,2.475e-08,38.575,8.135000000000001e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402591,2.55e-08,38.5,8.09e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402594,2.53e-08,38.6,8.07e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402597,2.34e-08,37.9,8.14e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402600,2.45e-08,38.5,6.05e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402603,2.44e-08,38.5,8.03e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402604,2.4624999999999997e-08,38.5,8.0375e-07,23.449999999999996,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402607,2.53e-08,38.5,8.06e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402610,1.86e-08,38.6,8.05e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402613,2.38e-08,38.5,8.12e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402616,2.43e-08,38.6,8.14e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402619,2.42e-08,38.6,8.11e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402620,2.415e-08,38.575,8.112500000000001e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402623,2.4e-08,38.5,8.12e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402626,2.37e-08,38.5,8.12e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402629,2.31e-08,38.6,8.15e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402632,2.42e-08,38.6,8.2e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402636,2.36e-08,38.6,8.12e-07,23.6,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402639,2.37e-08,38.5,8.18e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402642,2.34e-08,38.5,8.12e-07,23.4,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402645,2.41e-08,38.6,6.04e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402648,2.4e-08,38.2,8.08e-07,23.5,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
1623402649,2.4e-08,38.300000000000004,8.0875e-07,23.525,-23.0,0.7,-15.5,0.4,-16.7,0.8,-22.9,0.7,0.0
